Date;Mkt.RF;SMB;HML;RMW;CMA;Mom;Afkast.RF;RF
20080609;-0,03;-0,55;-0,22;0,93;0;2,04;0,071372;0,008
20080610;-0,31;0;-0,21;0,07;0,44;-0,49;-0,2518;0,008
20080611;-1,66;-0,17;-0,15;0,4;-0,18;1,97;-1,69744;0,008
20080612;0,31;-0,01;-0,06;-0,23;0,56;-0,67;0,31997;0,008
20080613;1,55;0,31;-0,35;0,07;-0,13;-0,31;1,496624;0,008
20080616;0,15;0,87;-0,19;0,08;-0,4;-0,15;-0,016088;0,008
20080617;-0,55;0,11;-0,25;0,41;-0,38;1,65;-0,68514;0,008
20080618;-0,96;0,25;0,26;0,33;0,09;1,24;-0,97918;0,008
20080619;0,34;0,44;-0,58;-0,04;0,45;-0,51;0,36724;0,008
20080620;-1,79;0,36;0,07;0,34;0;1,48;-1,86229;0,008
20080623;-0,16;-0,59;-0,31;1;-0,24;3,17;-0,0026886;0,008
20080624;-0,54;-1,19;0,28;-0,28;0,3;-1,27;-0,28949;0,008
20080625;0,64;0,29;-0,44;-0,42;0,18;-0,84;0,576346;0,008
20080626;-2,83;0,57;0,13;0,28;-0,1;1,91;2,928527;0,008
20080627;-0,37;0,22;-0,42;0,52;-0,34;0,94;-0,37974;0,008
20080630;-0,07;-1,12;0,32;0,52;-0,04;1,91;0,118723;0,008
20080701;0,29;-0,4;0,27;0,25;-0,45;0,5;-0,39059;0,007
20080702;-2;-0,84;0,12;-0,12;0,22;0,06;1,813361;0,007
20080703;-0,15;-0,69;-0,17;0,41;0,21;0,23;0,102392;0,007
20080707;-0,81;-0,16;-1,1;0,18;0,23;1,03;0,831546;0,007
20080708;1,84;1,39;2,36;-1,05;0,27;-2,99;1,701044;0,007
20080709;-2,06;-0,33;-1,32;0,36;0,11;2,42;2,270616;0,007
20080710;0,65;-0,14;-1,23;0,64;-0,4;3,18;0,691969;0,007
20080711;-0,88;1,27;-1,11;-0,05;0,08;1,68;1,101992;0,007
20080714;-0,93;-0,55;-2,43;0,72;-0,2;2,63;-0,90979;0,007
20080715;-0,96;0,87;-1,15;0,27;0,56;0,16;-1,09712;0,007
20080716;2,52;0,95;4,75;-1,11;-0,01;-5,83;2,499358;0,007
20080717;1,13;0,68;4,11;-1,14;0,41;-5,73;-1,20826;0,007
20080718;-0,08;-0,5;1,09;0,04;0,03;-0,58;-0,03556;0,007
20080721;0,16;0,27;-0,57;-0,07;-0,48;0,76;0,046939;0,007
20080722;1,37;1,5;3,16;-0,75;0,09;-4,35;-1,35621;0,007
20080723;0,32;0,24;1,6;-0,39;0,5;-3,83;-0,41342;0,007
20080724;-2,31;0,1;-2,87;1;-0,09;3,83;2,30545;0,007
20080725;0,47;0,67;-0,99;0,26;-0,36;1,31;0,409753;0,007
20080728;-1,76;-0,18;-1,38;0,82;0,06;2,51;1,852655;0,007
20080729;2,27;0,24;3,17;-0,65;0,24;-3,94;2,328604;0,007
20080730;1,58;-1,25;-0,15;0,23;-0,31;1,3;-1,67419;0,007
20080731;-1,16;0,62;0,38;-1;0,42;-0,93;1,307376;0,007
20080801;-0,47;0,78;0,85;-0,23;-0,42;-1,03;-0,56384;0,006
20080804;-1,09;-0,24;0,5;0;0,95;-1,39;-0,9026;0,006
20080805;2,65;-0,37;1,66;-0,25;0,23;-3,28;2,865875;0,006
20080806;0,5;0,33;-1,14;0,15;-0,84;0,83;-0,34144;0,006
20080807;-1,73;0,33;-1,73;0,99;0,08;2,05;1,787374;0,006
20080808;2,28;0,78;1,37;0,25;0,92;-2,93;2,383283;0,006
20080811;0,83;1,54;1,2;-0,25;0,32;-1,87;-0,70027;0,006
20080812;-1,05;0,5;-1,93;0,61;0,06;2,07;1,199068;0,006
20080813;-0,15;0,41;-2,03;0,36;-0,61;3,03;0,285566;0,006
20080814;0,63;0,28;1,3;-0,57;-0,02;-1,98;-0,55817;0,006
20080815;0,38;-0,28;1,07;-0,23;0,46;-1,83;-0,4136;0,006
20080818;-1,45;0,08;-0,89;0,53;0,16;1,74;1,503783;0,006
20080819;-1;-0,74;-1,24;0,61;-0,33;2,8;-0,93749;0,006
20080820;0,54;-0,51;-0,07;0,35;-0,67;0,79;0,613725;0,006
20080821;0,12;-0,93;-0,46;0,32;0,02;0,68;-0,2555;0,006
20080822;1,14;0,59;1,03;-0,18;0,45;-1,86;-1,13927;0,006
20080825;-1,92;-0,26;-0,52;0,1;-0,02;0,98;1,956544;0,006
20080826;0,33;-0,09;0,14;0,29;-0,23;0,23;0,362634;0,006
20080827;0,88;0,35;0,29;-0,02;-0,12;-0,43;-0,80426;0,006
20080828;1,51;0,42;1,8;-0,93;0,19;-2,03;-1,49001;0,006
20080829;-1,25;0,3;0,63;-0,22;0,16;-0,48;1,366359;0,006
20080902;-0,44;0,63;2,03;-0,02;0,87;-2,31;0,402251;0,007
20080903;-0,23;0,81;1,66;-0,1;0,42;-1,65;0,19651;0,007
20080904;-2,9;0,04;-0,47;0,64;0,34;1,27;2,985204;0,007
20080905;0,42;-0,55;1,58;-0,67;0,05;-0,86;0,436068;0,007
20080908;1,76;-0,05;2,2;0,18;0,96;-2,1;-2,05802;0,007
20080909;-3,41;0,4;-0,69;0,74;1,06;0,95;3,406815;0,007
20080910;0,7;0,33;-0,79;0,66;-0,38;2,09;0,60794;0,007
20080911;1,22;-0,9;0,18;0,78;-0,03;0,71;-1,38764;0,007
20080912;0,29;-0,16;-0,21;0,66;-0,14;1,09;-0,21916;0,007
20080915;-4,45;0,88;-2,24;1,06;1,22;2,95;4,70659;0,007
20080916;1,65;0,79;1,96;-0,27;-0,97;-0,03;1,744488;0,007
20080917;-4,6;0,24;-2,13;0,85;0,14;1,87;4,706289;0,007
20080918;4,41;1,91;4,83;-2,59;-0,31;-4,51;4,327178;0,007
20080919;4,27;-1,11;3,6;-2,61;-1,57;-3,62;-4,03266;0,007
20080922;-3,93;-0,14;-3,37;1,55;-0,07;2,64;3,816661;0,007
20080923;-1,55;0,03;0,15;-0,09;0,29;0,29;-1,57026;0,007
20080924;-0,32;-1,28;-0,76;0,13;0,2;1,05;-0,20477;0,007
20080925;1,7;-1,01;0,65;0,32;0,05;-0,45;1,958645;0,007
20080926;0,11;-0,56;0,95;0,48;-0,24;-0,43;-0,32374;0,007
20080929;-8,26;2,6;-3,67;1,31;0,99;3,23;8,782705;0,007
20080930;4,88;-2,81;2,85;-0,32;-1,07;-2,67;5,413331;0,007
20081001;-0,47;-0,58;2,78;-1,23;0,14;-1,78;0,450405;0,004
20081002;-4,2;-0,56;0,63;0,09;1,02;1,02;4,025077;0,004
20081003;-1,47;-1,25;-1,24;0,37;0,92;1,91;-1,35465;0,004
20081006;-3,95;0;0,45;0,44;0,62;0,99;3,847787;0,004
20081007;-5,76;0,37;-3,4;1,12;0,55;3,1;5,735481;0,004
20081008;-1,27;-0,59;-2,2;0,89;-0,42;1,4;-1,13727;0,004
20081009;-7,36;-0,65;-2,54;0,05;0,02;2,09;7,612708;0,004
20081010;-0,95;4,49;3,01;-0,8;-0,82;-0,38;-1,17993;0,004
20081013;11,35;-2,88;-2,36;0,39;-0,58;-1,31;-11,58404;0,004
20081014;-0,86;-2,06;4,43;-1,55;0,24;-1,95;0,528217;0,004
20081015;-8,78;0,12;0,82;-0,21;0,49;1,89;9,03098;0,004
20081016;4,32;1,89;-1,64;1,27;-0,38;1,44;4,246749;0,004
20081017;-0,41;-1,11;-0,77;-0,7;0,12;-0,63;0,617282;0,004
20081020;4,55;-1,23;-0,87;0,37;0,29;0,7;-4,77249;0,004
20081021;-2,95;0,2;0,57;0,33;-0,08;0,48;3,075968;0,004
20081022;-5,76;0,75;0,13;-0,62;0,04;1,23;6,097251;0,004
20081023;0,29;-3,27;-0,86;1,94;0,95;1,82;1,259409;0,004
20081024;-3,28;-0,2;-0,35;0,43;0,4;1,01;3,447124;0,004
20081027;-3,36;-0,82;0,35;1,21;0,66;0,45;3,172432;0,004
20081028;9,77;-3,41;0,27;1,07;-0,18;-1,6;-10,793;0,004
20081029;-0,47;2,48;-1,39;-0,16;-0,92;-0,95;1,10391;0,004
20081030;2,99;1,81;-0,64;-0,15;-1,05;-0,97;-2,5844;0,004
20081031;1,88;2,7;1,96;-0,39;-0,38;-0,42;-1,54054;0,004
20081103;-0,05;0,23;0,59;-0,79;0,46;-0,38;0,251903;0,001
20081104;3,57;-2,56;0,2;-0,56;-0,76;-2,55;-4,08358;0,001
20081105;-5,05;-0,06;-1,46;0,52;0,14;2,15;5,266711;0,001
20081106;-4,83;1,49;-0,41;0,46;1,23;3,19;-5,0274;0,001
20081107;2,62;-1,21;-0,78;0,59;-0,13;-0,23;2,884465;0,001
20081110;-1,32;-0,99;-2,04;1,04;0,18;1,81;1,26432;0,001
20081111;-2,25;0,1;0,02;0,35;0,44;2,76;2,203067;0,001
20081112;-5,14;-0,65;-1,07;1,11;0,07;3,52;5,188388;0,001
20081113;6,79;0,76;-0,11;0,62;0,45;-1,92;6,920272;0,001
20081114;-4,27;-2,27;0,03;-0,04;-0,01;0,81;4,168913;0,001
20081117;-2,43;1,5;-1,62;0,97;0,17;2,67;2,580044;0,001
20081118;0,7;-1,48;-0,69;0,89;0,42;1,46;-0,98484;0,001
20081119;-6,29;-0,69;-3,09;1,43;0,23;3,98;6,11456;0,001
20081120;-6,6;1,01;-2,49;1,2;1,23;4,58;6,711291;0,001
20081121;6,11;-1,56;-2,04;1,09;1,08;-0,54;-6,32576;0,001
20081124;6,27;-0,05;4,65;-0,88;-1,72;-7,37;-6,47326;0,001
20081125;0,94;0,48;2,27;-0,86;-0,08;-2,04;-0,65608;0,001
20081126;3,88;1,83;0,24;-0,65;-0,6;-5,15;-3,53381;0,001
20081128;1,06;-0,23;1,91;-1,23;0,07;-2,41;-0,96531;0,001
20081201;-8,95;-1,53;-3,52;1,17;0,59;4,34;8,929528;0
20081202;3,97;1,1;2,54;-1;0,48;-1,67;3,99407;0
20081203;2,63;-0,04;1,47;0,01;-0,01;-0,46;-2,58362;0
20081204;-2,9;0,21;1,25;-0,12;0,58;0,79;2,93084;0
20081205;3,75;0,45;1,77;-0,98;-0,47;-1,87;-3,64994;0
20081208;3,8;-0,05;0,15;-0,03;-1,35;-4,65;-3,83873;0
20081209;-2,23;-0,85;-1,22;-0,46;-0,5;-0,55;2,311751;0
20081210;1,2;0,98;-0,98;0,79;-0,39;-1,27;-1,18942;0
20081211;-2,93;-1,69;-2,2;0,42;0,11;1,31;2,852409;0
20081212;0,96;2,35;0,6;-0,6;0,03;-0,31;-0,70285;0
20081215;-1,54;-1,58;-1,26;0,72;-0,03;1,3;1,268571;0
20081216;5,15;0,38;2,41;-0,95;-0,11;-3,07;-5,13603;0
20081217;-0,62;1,62;-0,51;0,13;-0,31;-1,42;0,959285;0
20081218;-1,83;0,77;-0,34;-0,07;-0,13;1,49;2,116273;0
20081219;0,35;0,74;-0,03;0,2;-0,18;-1,23;-0,29369;0
20081222;-1,87;-0,24;-0,75;0,2;0,62;3,42;1,830202;0
20081223;-0,89;-0,33;-0,9;0,24;-0,31;1,23;0,971743;0
20081224;0,51;-0,13;0,59;0,19;-0,06;-0,34;-0,57811;0
20081226;0,63;0,61;0,07;0,01;0,2;-0,79;-0,53562;0
20081229;-0,56;-1,47;-0,03;0,5;-0,11;1,31;0,387259;0
20081230;2,47;0,83;0,98;0,07;0,05;-1,53;-2,44071;0
20081231;1,7;1,66;0,77;-0,74;-0,11;-1,85;-1,41584;0
20090102;3,11;-1,4;-0,36;-0,36;-0,16;-4,32;-3,16081;0
20090105;-0,28;0,32;-1,12;-0,43;-0,56;-2,82;0,466838;0
20090106;0,87;1,11;0,87;-0,66;-0,12;-5,04;-0,78171;0
20090107;-2,96;-0,02;-1,11;0,31;0,12;1,81;3,000963;0
20090108;0,47;0,65;0,41;-0,44;0,66;-1,64;-0,33971;0
20090109;-2,21;-1,61;-1,11;0,51;0,12;0,79;2,130302;0
20090112;-2,28;-0,11;-1,81;0,54;0,48;3,95;2,256416;0
20090113;0,28;0,4;0,21;-0,52;-0,35;0,71;-0,17581;0
20090114;-3,38;-0,72;-1,24;0,46;0,27;2,91;3,345989;0
20090115;0,39;1,73;-2,25;0,52;0,46;1,83;-0,13292;0
20090116;0,74;0,12;-1,02;0,27;0,41;0,23;-0,75616;0
20090120;-5,34;-0,88;-3,9;0,85;1,27;4,69;5,281607;0
20090121;4,21;-0,21;2,53;-0,54;-1,34;-4,26;-4,34912;0
20090122;-1,62;-1,21;-1,61;0,5;-0,79;2,42;1,516233;0
20090123;0,44;-0,3;0,9;-0,46;-0,55;-2,54;-0,53776;0
20090126;0,54;0,75;-0,6;0,45;-0,25;0,08;-0,55532;0
20090127;1,08;-0,19;0,32;-0,64;-0,13;-1,3;-1,09256;0
20090128;3,32;0,06;2,63;-0,54;-0,73;-4,06;-3,35576;0
20090129;-3,23;-0,66;-2,29;0,2;0;3,09;3,312016;0
20090130;-2,16;0,1;-1,19;0,05;-0,33;1,82;2,278912;0
20090202;0,06;1,17;-0,51;-0,11;0,26;1,03;0,052277;0,001
20090203;1,46;-0,63;-2,35;0,82;0,49;0,87;-1,5844;0,001
20090204;-0,6;-0,32;-0,43;-0,28;-0,62;-0,9;0,747948;0,001
20090205;1,61;0,01;-0,24;0,02;-0,21;-1,7;-1,63757;0,001
20090206;2,79;0,47;2,19;-0,19;-0,28;-3,08;-2,6906;0,001
20090209;0,03;-0,72;0,2;0,09;-0,41;-1,43;-0,14951;0,001
20090210;-4,62;0,39;-2,78;0,52;-0,11;3,75;4,911115;0,001
20090211;0,75;-0,43;1,25;-0,6;-0,04;-0,81;0,794493;0,001
20090212;0,3;0,2;-0,59;0,17;-0,5;0,26;-0,17492;0,001
20090213;-0,85;0,63;-1,44;-0,25;-0,23;-0,18;0,998773;0,001
20090217;-4,36;0,45;-2,3;0,52;0,48;4,21;4,5549;0,001
20090218;-0,33;-1,06;-0,71;0,55;-0,28;0,95;0,094037;0,001
20090219;-1,15;-0,34;-1,99;0,77;-0,27;1,99;1,201405;0,001
20090220;-1,16;-0,24;-0,99;0,54;0,31;1,43;1,140295;0,001
20090223;-3,43;-0,24;0,87;-0,07;0,56;1,92;3,468905;0,001
20090224;4;-0,32;2,93;-1,27;-0,31;-4,1;-4,01133;0,001
20090225;-1,15;-1,36;0,18;0,09;-0,06;0,38;1,064784;0,001
20090226;-1,53;-0,15;1,28;0,04;-0,25;-1,66;1,576984;0,001
20090227;-2,01;1,27;-2,12;0,29;0,36;2,33;2,355442;0,001
20090302;-4,75;-0,48;-0,28;0,32;0,93;5,25;4,661014;0,001
20090303;-0,71;-1,09;-2,42;-0,13;-0,84;0,37;0,639678;0,001
20090304;2,42;0,17;-0,98;-0,58;-0,11;-1,69;-2,37631;0,001
20090305;-4,21;-1,14;-2,99;0,59;0,07;3,32;4,25223;0,001
20090306;0,2;0,2;-0,66;-0,13;-0,11;0,59;-0,1226;0,001
20090309;-1,09;-0,86;0,33;0,06;-0,62;-1,68;1,001371;0,001
20090310;6,35;-0,01;4,15;-2,03;-0,09;-6,55;-6,36731;0,001
20090311;0,3;-0,37;0,57;0;-0,54;-0,98;-0,24558;0,001
20090312;4,16;1,86;2,6;-0,65;0,01;-3,56;-4,07386;0,001
20090313;0,73;0,18;0,55;-0,15;0,05;-0,11;-0,7749;0,001
20090316;-0,55;-0,84;0,42;0,77;-0,11;-1,47;0,350596;0,001
20090317;3,2;0,98;1,41;-0,4;0,04;-1,44;-3,215;0,001
20090318;2,18;1;3,96;-0,95;0,3;-5,15;-2,0868;0,001
20090319;-1,03;0,4;-2,53;0,6;-0,5;0,19;1,296917;0,001
20090320;-1,95;-0,73;-0,79;0,36;0,17;2,84;1,97594;0,001
20090323;6,89;0,41;4,03;-0,87;-0,17;-7,51;-7,07675;0,001
20090324;-1,93;-1,53;-1,53;0,32;-0,25;0,23;2,040511;0,001
20090325;0,94;1,34;1,3;-0,32;-0,29;-0,58;-0,96364;0,001
20090326;2,68;1,86;-0,01;-0,23;0,16;-2,27;-2,33304;0,001
20090327;-2,06;-1,33;0,28;-0,4;0,47;0,98;2,030554;0,001
20090330;-3,47;0,96;-3,83;1,38;-0,1;6,66;3,480874;0,001
20090331;1,29;-0,08;1,52;-0,18;-0,37;-1,6;1,311966;0,001
20090401;1,65;-0,2;1,47;-0,02;0,51;-2,62;-1,65666;0,001
20090402;3,07;1,97;0,49;-0,13;-0,26;-4,29;-2,87371;0,001
20090403;1,02;0,08;0,86;-0,15;-0,62;-3,16;-0,97418;0,001
20090406;-0,92;-0,81;-0,48;0,24;0,12;0,25;0,832234;0,001
20090407;-2,42;-0,8;-0,19;0,36;0,43;1,82;2,384455;0,001
20090408;1,28;1,03;0,09;-0,03;0,17;-1,04;-1,17935;0,001
20090409;3,92;1,53;4,33;-0,23;-0,65;-8,21;-3,80632;0,001
20090413;0,26;-0,47;2,27;-0,93;-0,27;-3,93;-0,25434;0,001
20090414;-2,02;-0,6;-2,84;0,29;-0,03;1,45;2,005451;0,001
20090415;1,12;0,33;2,32;-0,34;0,41;-2;-1,2559;0,001
20090416;1,69;1,24;0,13;-0,05;0,47;-1,67;-1,55488;0,001
20090417;0,55;0,99;0,26;0,47;0,12;-1,96;-0,49794;0,001
20090420;-4,32;-0,87;-4,22;0,54;0,35;7,01;4,277979;0,001
20090421;2,19;1,44;3,08;-0,27;-0,36;-3,91;2,124206;0,001
20090422;-0,61;1,33;-1,1;0,7;-0,16;-1,73;0,767163;0,001
20090423;0,66;-1,61;0,24;0,62;-0,36;-1,03;-0,99324;0,001
20090424;1,77;0,84;0,17;-0,2;0,37;-3,44;-1,68074;0,001
20090427;-0,95;-0,67;-1,71;-0,07;-0,12;2,25;1,005661;0,001
20090428;-0,2;0,93;0,07;0,25;-0,14;1,27;0,273049;0,001
20090429;2,41;1,08;1,18;-0,98;-0,07;-2,75;-2,162;0,001
20090430;-0,04;-0,51;-0,64;0,01;0,1;-2,54;0,094005;0,001
20090501;0,45;-0,59;-0,25;0,08;-0,01;-1,91;-0,53964;0
20090504;3,36;0,28;2,93;-0,41;-0,44;-5,28;-3,38682;0
20090505;-0,27;0;-0,15;-0,37;-0,36;-1,33;0,379172;0
20090506;1,45;-1,4;2,63;0,1;-0,25;-3,66;-1,74043;0
20090507;-1,42;-0,77;-0,8;0,78;-0,13;1,1;1,32024;0
20090508;2,48;0,82;2,76;-0,44;-0,4;-5,06;-2,4069;0
20090511;-2,01;0,58;-2,45;-0,12;0,07;2,27;2,151244;0
20090512;-0,31;-1,2;-1,63;0,4;0,52;1,79;0,097884;0
20090513;-2,91;-1,85;-1,47;0,34;0,51;5,1;2,689492;0
20090514;1,11;0,71;0,96;-0,36;-0,36;-1,7;1,035162;0
20090515;-1,02;0,35;-1,13;0,12;-0,09;1,65;1,141008;0
20090518;3,13;0,77;1,93;-0,21;-0,32;-3,5;-3,03892;0
20090519;-0,04;-0,04;-1,21;-0,08;0,08;-1,28;0,173682;0
20090520;-0,48;-0,26;-1,1;0;-0,08;-0,77;0,513142;0
20090521;-1,68;-0,04;0,35;-0,3;-0,23;1,66;1,675761;0
20090522;-0,15;-0,52;-0,57;-0,32;0,36;0,4;0,149719;0
20090526;2,78;1,72;0,62;0,15;0;-0,36;-2,63021;0
20090527;-1,8;0,03;-1,29;-0,18;-0,4;-0,36;1,897114;0
20090528;1,35;-1,19;0,45;-0,1;-0,34;-1,26;-1,54189;0
20090529;1,38;0,5;-0,21;-0,05;-0,2;-0,61;-1,35748;0
20090601;2,72;1,37;-0,72;0,54;-0,2;-1,96;-2,58176;0
20090602;0,29;0,78;-0,19;-0,1;-0,04;0,78;-0,19833;0
20090603;-1,39;0,63;-0,84;0,27;0,34;2,72;1,373923;0
20090604;1,18;0,46;1,08;-0,61;-0,56;-2,68;-1,14836;0
20090605;-0,19;0,02;-0,55;0,18;-0,2;-0,15;0,25147;0
20090608;-0,2;-0,78;0,6;-0,08;0,08;0,67;0,101054;0
20090609;0,49;0,24;-0,28;-0,59;-0,34;-1,02;-0,35032;0
20090610;-0,35;-0,36;-0,47;0,18;-0,02;-1,25;0,348036;0
20090611;0,63;-0,17;0,26;-0,65;-0,04;-1,41;0,611191;0
20090612;0,03;-0,12;0,01;0,09;0,26;0,47;-0,1397;0
20090615;-2,38;-0,43;-0,33;0,12;0,22;1,51;2,376851;0
20090616;-1,33;-0,2;-0,26;-0,17;0,13;1,28;-1,27203;0
20090617;-0,08;0,72;-0,98;0,21;0,27;2,62;-0,13816;0
20090618;0,74;-0,41;0,41;0,33;-0,19;0,73;-0,8411;0
20090619;0,35;0,39;0,1;-0,27;-0,28;-0,2;-0,31142;0
20090622;-3,08;-0,66;-0,71;0,22;0,75;3,77;3,060039;0
20090623;0,08;-1;0,14;-0,23;-0,04;-0,77;0,230673;0
20090624;0,78;0,24;-0,18;-0,35;-0,11;-0,7;-0,65244;0
20090625;2,19;0,82;0,04;0,38;-0,01;-0,49;-2,14443;0
20090626;0,04;1,56;0,13;-0,6;-0,43;0,09;0,147784;0
20090629;0,82;-1;0,35;0,03;0,43;-0,11;-0,90652;0
20090630;-0,74;0,28;-0,19;0,1;-0,19;0,03;0,853079;0
20090701;0,54;1,39;0,19;0,45;0,56;0,23;-0,43719;0,001
20090702;-2,89;-0,78;-1,03;0,06;-0,26;1,04;2,913451;0,001
20090706;-0,03;-1,02;-0,98;-0,15;-0,1;2,05;0,255576;0,001
20090707;-1,93;0,03;-0,15;-0,23;-0,08;1,09;1,967355;0,001
20090708;-0,2;-0,69;-1,11;1,06;-0,62;1,1;0,16585;0,001
20090709;0,35;-0,38;1,25;-0,38;0,1;-1,11;-0,35572;0,001
20090710;-0,35;0,85;-0,5;0,34;0,05;0,33;0,401184;0,001
20090713;2,43;-0,37;1,81;-1,12;-0,08;-0,45;-2,49437;0,001
20090714;0,59;0,36;0,63;0,35;0,44;-0,76;-0,5326;0,001
20090715;2,98;0,67;1,41;-0,29;0,48;-1,58;-2,964;0,001
20090716;0,94;0,4;-0,11;0,57;-0,05;-0,85;-0,86518;0,001
20090717;-0,05;-0,33;-0,04;0,46;0,34;0,53;0,037268;0,001
20090720;1,19;0,41;0,37;0,39;0,72;-1,44;-1,14415;0,001
20090721;0,31;-0,64;-0,81;0,55;-0,13;0,5;-0,36373;0,001
20090722;0,08;0,64;0,34;-0,34;0,26;-0,27;0,052427;0,001
20090723;2,37;0,71;1,09;-0,27;0,46;-1,76;-2,32997;0,001
20090724;0,38;0,3;0,15;-0,33;0,37;-1,13;-0,30521;0,001
20090727;0,3;0,19;0,98;-0,76;0,46;-1,2;-0,29918;0,001
20090728;-0,2;0,28;-0,34;-0,49;-0,06;0,52;0,259645;0,001
20090729;-0,46;-0,18;-0,82;-0,03;0,08;1,3;0,455299;0,001
20090730;1,24;0,5;1,45;-0,19;-0,15;-2,25;1,188561;0,001
20090731;0,05;-0,04;1,27;-0,32;0,16;-1,21;-0,07498;0,001
20090803;1,63;0,28;1,68;0,07;0,05;-2,09;-1,53521;0,001
20090804;0,32;0,52;0,83;-0,6;0,56;-1,31;-0,30221;0,001
20090805;-0,3;-0,87;1,7;-1,42;0,13;-1,48;0,290354;0,001
20090806;-0,62;-0,94;0,05;0,13;0,3;-0,53;0,56147;0,001
20090807;1,44;1,1;1,18;-0,19;0,19;-1,14;1,342924;0,001
20090810;-0,32;0,57;0,27;0,11;-0,02;-0,7;0,333494;0,001
20090811;-1,25;-0,27;-1,14;0,88;0,14;1,6;1,265011;0,001
20090812;1,21;0,51;0,55;-0,47;0,16;-0,77;1,151512;0,001
20090813;0,73;-0,16;1,11;-0,73;-0,07;-1,59;-0,689;0,001
20090814;-0,97;-1,18;-0,28;-0,07;-0,14;0,31;0,85214;0,001
20090817;-2,46;-0,3;-1,69;0,55;-0,1;2;-2,42708;0,001
20090818;1,11;0,57;1,3;-0,31;0,27;-1,05;1,013565;0,001
20090819;0,72;0,34;-0,39;0,23;0,25;0,16;-0,68709;0,001
20090820;1;0,06;0,84;-0,12;0,08;-0,75;-1,09588;0,001
20090821;1,83;0,42;0,68;-0,26;-0,01;-1,03;-1,86328;0,001
20090824;-0,09;0,07;-0,28;0,47;0,08;-0,34;0,053574;0,001
20090825;0,27;0,24;0,65;-0,38;0,64;0,2;-0,23794;0,001
20090826;-0,01;0,11;0,11;-0,25;0,25;0,07;-0,01267;0,001
20090827;0,21;-0,1;0,53;-0,02;0,22;-0,82;-0,27918;0,001
20090828;-0,19;-0,37;0,54;-0,33;0,31;-0,63;0,19784;0,001
20090831;-0,86;-0,54;-0,63;-0,25;-0,18;0,83;0,806635;0,001
20090901;-2,15;-0,15;-2,03;1,05;-0,46;1,66;-2,21238;0
20090902;-0,28;0,01;-0,7;0,26;0,18;0,33;-0,32965;0
20090903;0,93;0,21;1,09;-0,43;0,14;-0,86;-0,85348;0
20090904;1,31;0,27;0,27;0,13;0,19;-0,69;-1,31175;0
20090908;0,88;0,18;0,09;0,23;-0,01;-0,57;-0,88449;0
20090909;0,9;0,92;0,67;-0,14;0,17;-0,44;-0,77824;0
20090910;1,08;0,58;0,93;-0,28;0,18;-0,93;-1,04222;0
20090911;-0,1;0,06;-0,09;0,36;0,07;-0,78;0,135039;0
20090914;0,65;0,24;0,64;-0,28;0,34;-0,94;-0,63391;0
20090915;0,44;0,61;0,6;-0,11;-0,02;-1,11;-0,31353;0
20090916;1,55;0,53;1,3;-0,54;-0,16;-1,73;-1,53235;0
20090917;-0,3;-0,05;-0,34;0,07;-0,15;0,21;0,305962;0
20090918;0,23;0,13;-0,2;0,19;0,12;0,2;-0,26373;0
20090921;-0,27;-0,16;-0,67;-0,03;0,05;0,7;0,340728;0
20090922;0,66;0,09;1,5;-0,38;0,13;-1,23;-0,65749;0
20090923;-1;0,01;-0,88;0,15;-0,15;0,54;1,006849;0
20090924;-1,07;-0,82;-1,34;0,49;-0,35;1,04;-0,95111;0
20090925;-0,64;0,11;-0,51;0,23;0,01;0,06;-0,60907;0
20090928;1,79;0,52;1,04;-0,37;0,3;-0,22;-1,78096;0
20090929;-0,12;0;0,36;0,37;0,01;-0,06;0,222958;0
20090930;-0,4;-0,61;-0,62;0,34;-0,19;0,63;0,332827;0
20091001;-2,63;-0,75;-1,37;0,71;-0,25;0,59;2,575964;0
20091002;-0,49;-0,31;-0,14;-0,15;0,01;0,18;-0,45055;0
20091005;1,54;0,37;1,83;-0,34;0,37;-0,3;-1,4875;0
20091006;1,42;0,51;0,24;0,14;-0,15;0,4;-1,37055;0
20091007;0,28;-0,29;0,56;-0,31;-0,12;-0,13;-0,27116;0
20091008;0,82;0,34;0,34;0,91;-0,01;-0,17;-0,74699;0
20091009;0,59;0,56;-0,22;-0,06;0,07;0,07;-0,56407;0
20091012;0,36;-0,47;0,33;0,09;0,23;-0,22;-0,43864;0
20091013;-0,22;0,05;-0,18;-0,02;-0,01;0,19;0,278761;0
20091014;1,73;0,17;1,12;-0,55;0,26;0,25;1,754582;0
20091015;0,35;-0,28;-0,45;0,82;-0,26;0,06;-0,41574;0
20091016;-0,82;-0,17;-1,27;0,8;-0,39;-0,07;0,809805;0
20091019;0,92;0,04;0,02;0,46;0,08;0,39;0,940534;0
20091020;-0,69;-0,71;-0,48;0,36;-0,41;0,05;0,623913;0
20091021;-0,9;-0,18;-0,54;0,7;-0,08;0,4;-0,88538;0
20091022;1,05;0,09;0,65;-0,47;0,34;-0,43;1,064361;0
20091023;-1,23;-0,9;-1,02;0,43;-1,02;0,18;1,21785;0
20091026;-1,2;-0,17;-1,35;0,8;-0,06;0,18;-1,17173;0
20091027;-0,51;-0,69;-0,6;0,11;0,07;-1,53;-0,33179;0
20091028;-2,16;-1,72;-1,4;0,01;-0,33;-1,96;1,954091;0
